id,name,anonymous,hostProgramName,graduatingYear,isAlumni,jobTitle,tagline,createdAt,queryDate,program,overallScore,overall,curriculum,jobSupport,review_body,school
269010,"Orane Lefevre",0,NULL,2020,0,"UX designer","Great experience, you learn a lot in those 10 weeks!",10/1/2020,2020-10-01,"UX/UI Design Bootcamp",4.7,5.0,5.0,4.0,"I really enjoyed my experience at Ironhack Paris. We did the class in a hybrid format due to covid-19 where the campus was open to students but all classes were virtual. I was impressed by the professionalism and the adaptability of the teaching staff... Read More , who managed to deliver a great experience despite de conditions.The curriculum is fast-paced, you will have to put in a lot of effort but it is worth it. You can see how much you've learned week after week and it is very valuable. I feel ready ton take on a UX job after the bootcamp.Read Less",ironhack
268969,Anonymous,1,NULL,2020,0,,"Quick dive into data",9/30/2020,2020-09-30,"Data Analytics Bootcamp",3.7,4.0,4.0,3.0,"Friendly environment with knowledgeable tutor, I cannot do it any better with online learning platforms.The 9 weeks is in fact 8 weeks comprised of 4 days intensive classes + labs and 1 day (in reality and the weekend) of project work. The final week... Read More was dedicated for the final project.The journey started long (dependent how you deal with deadlines/preparations) before the bootcamp with the introduction to git, python, sql and statistics. I highly recommend taking the time to absorb those information to form strong foundation for the upcoming challenge.Along the way, the supportive Ironhack team would check in to ensure you that the emotional rollercoaster is completely normal, I recommend speaking up with the rest of your class to share the experience, soon you will learn that you are not alone.The material covered are just deep enough to provide enough guidance for future work, let's be honest 8 weeks is a short time to cover everything. The most important is to deliver the mindset of questioning what is in front of you, and the toolkit and understanding to be able to do your own research faster.The projects and the subsequent presentation of your work is a valuable experience, however I was expecting to have one of the project to be teamed up with a company to provide some career network/progression for after the bootcamp.Overall, very happy with the learning experience, the career support could be a bit better for post bootcamp experience. After all, one of the top three reason for any one attending a bootcamp is to attain a career in the field.Read Less",ironhack
268800,Anonymous,1,NULL,2019,0,"Data  analyst","Not much better than taking an udemy course",9/25/2020,2020-09-25,"Data Analytics Bootcamp",2.3,2.0,1.0,4.0,"I took the Data analyst course. The other students were nice overall, i had nice people experience. I think the teachers are also ok.The material is super outdated and very low level. They use materials from 2016-2017, some of them are not actual and... Read More many of the source materials are not available. Teachers upload missing data to google drive as they realize its missing, but we still use outdated stuff.Learning portals(Udemy, Coursera etc) vs IronhackLearning material: Learning portals: 10/10, very up to date, and huge selection.Ironhack: 3/10, outdated and the same for years without change. They don't even take effort to find out tasks, you have to do them.Price:Learning portals: 10/10 , from free, super cheapIronhack: 2/10, 7000$, can be much, much more at other bootcamp schoolsTeacher knowledge:Learning portals: 10/10, the greatest minds are sharing their knowledge.Ironhack 3/10: They definately are not stupid. And they do their best I'm assuming. But its not compareable.Hours included:Learning portals: as much as you wantIronhack: 400ish(half of them are 'standups' and 'games' which are not fun super useless and really do take a lot of time away).Actual hours put in:Learning portals: 2/10, usually people slack off because its free/cheap and there is no time limit.Ironhack: 7/10, as above, you pay and you want to get something for your money so you slack less.Paper for people with no PHD:Learning portals: 3/10, if you can actually do what is in your 'certifications', the sky is the limit. But just the certificate itself doesn't worth shit.Ironhack: 2/10, same as above, but since you can only learn less, you can't show up more.Career support:Learning portals: usually close to 0Ironhack: I did not attend this, i was disappointed enough in the 10 weeks. I don't expect anything big, the only 'alumni' they could get to talk to us as previous student was a super lowlvl job(the guy was cool though so no offense there).This could be said about all courses and bootcamps on the world, but from online courses you can get refunds super easily if you dont like something, so its easier to select out the trash. With bootcamps you pay thousands of dollars with no hope of a refund if its shit.TLDR: Overall experience:I'm not sure what I expected from this, I was new to the field and wanted to jump in somehow, just learning a few hours every now and then was not really effective. So in a way it was good, because I spent the time on learning, not on playing games etc. Also i did not have to work during the 10 week with full salary because of covid. So i only regret it halfsy.Don't do any bootcamps if you can sit down by yourself to study/read stuff. The only reason to pick a bootcamp is because you can't get yourself to sit down and learn. If you can, online learning is the way.Oh i almost forgot: Teachers, TAs and job supporters were many times late and cancelling appointments(during full lockdown, they were working from home but cancelled the hours!!)Read Less",ironhack
268746,Anonymous,1,NULL,2020,0,,"Great bootcamp to kick-off your technical ramp-up",9/24/2020,2020-09-24,"Web Development Bootcamp",4.7,5.0,5.0,4.0,"I attended Ironhack Paris Web Development bootcamp, it was a great learning experience.The learning path is made to acquire concrete technical skills during 9 very intensive weeks.It was extremely rewarding to be able to already code all aspects of a... Read More web application at the end (we developped 3 projets during the bootcamp).It is perfect if you want to quickly kick-off your transition in that domain or ramp-up on those technologies. On the other hand, not being able to go really go deep on all topics to follow the courses flow was a bit frustrating. Bootcamp format gives you nice groundings to start your ramp-up, but keep in mind that a lot of work remain after to develop your expertise.There was a great spirit between classmates and with Ironhack team. Teachers were excellent and opened to suggestions.Read Less",ironhack
268442,"Rafael de Lázaro",0,NULL,2020,0,"Full Stack Web Developer","A challenge that constantly pushes you forward",9/14/2020,2020-09-14,"Web Development Bootcamp",5.0,5.0,5.0,5.0,"This has been a very intense experience, and one I am extremely happy to have lived. The bootcamp provides an excellent learning environment, with amazing teachers, comprehensive learning materials, scrum daily meetings... You can take it without prior... Read More coding experience, but it does not hold your hand: you will get from it as much as you are willing to put in it. Expect long days of work, with some calmer ones and fun activities in between. The feeling of accomplishment you get when you see your own web apps online is just amazing. After the technical bootcamp there is a week they call careerhack where you will get some really good counseling on how to make the best out of your job search. Here too I found very good support materials and the coach was just excellent.I definitely recommend it, but clear your schedule for the next 10 weeks. This will become your life during that time.Read Less",ironhack
268440,Lanette,0,NULL,2020,0,"Fullstack Web Developer","Intense and life-changing!",9/14/2020,2020-09-14,,5.0,5.0,5.0,5.0,"Yes, the bootcamp is challenging. You make long hours and really need to invest everything you can. But, the rewards are great. You'll learn so much in a short amount of time. Not only about coding but also about pair programming, the professional world... Read More of development and projectmanagement. And I was very fortunate to have a great teacher with a lot of experience teaching remotely, making the remote-environment very enjoyable. I had high expectations coming in, but I can honestly say that Ironhack has surpassed them. One thing to keep in mind is that you will definitely not be done learning after Ironhack. Ironhack gives you all the tools and knowledge you need to get a very good start and possibly land a job as (Junior) Web Dev, but you will have to keep put in the effort and learn more yourself afterwards. But as this is also necessary for the job of web dev in general, that shouldn't surprise you or hold you back.Read Less",ironhack
268236,"Irina Buruiana",0,NULL,2020,0,"Learning and Development Specialist","Ironhack overpromises your career expectancies",9/4/2020,2020-09-04,"UX/UI Design Part-Time",1.7,1.0,3.0,1.0,"I have been a part time student at Ironhack Berlin, UX/UI design course from January 2020- until June 2020. I want to make a career change from cognitive psychology to UX Design. I chose the bootcamp for the course, but mostly for their promises in connecting... Read More us with companies, having fast track interviews. I hoped that this will make my transition smoother.During my class, Corona Pandemic hit which forced us to move all the classes online. Cons:- we had our teacher changed, as it was not meeting with the expectations of the course during the course, which made us lose classes and the part of UX Research for example for damaged as it was not the speciality of the teacher itself- we are done since one month and a half and we haven't had any fast track interviews, any connection with any companies, anything in terms of job search. We have paid 6000 euros only for an online course.- our career coach quite just before we started our Career week leaving us with no guidance or follow up.Conclusion: We haven't had any help with our job search and the communication with the management is very blurry and not at all transparent.Advantages:- Muri, the teacher that came afterwards was amazing and we learned a lot from it- The projects are very well structured.I am writing this review as I believe it is fair to know for what you are paying. When I entered the course I was not aware of this flaw and I feel that the Bootcamp itself is not worth the money they are asking.Read Less",ironhack
268202,"Francisco Ponce",0,NULL,2020,0,"Fullstack Web Developer","Immersive, challenging and fast-paced, you won't regret.",9/3/2020,2020-09-03,"Web Development Bootcamp",5.0,5.0,5.0,5.0,"I was a little bit reluctant to take the bootcamp on remote when the COVID19 pandemic started, I thought it wouldn't be the same experience on-site, but after the first week, I knew I had no idea what I was talking about. The classes are fast-paced, there... Read More is no time to take a deep breath and recap a lesson you don't remember, well at some point you will by actually coding. Don't worry, there are tons of labs to practice, and for some reason everything will make sense and you won't know why. LT's are coding rockstars that are always willing to help you achieve your goals. Staff is committed with your academic and professional path.Read Less",ironhack
268193,"Aide Ruiz Rebolledo",0,NULL,2020,0,"Ux/Ui Designer","Invest in real education in short time.",9/2/2020,2020-09-02,"UX/UI Design Bootcamp",5.0,5.0,5.0,5.0,"The cons : Pricy or expensiveThe pros:Learn to use technology to work from the distanceSince then you do not feel by yourselfFeel part of a strong community Left on you the believe on yourself and none stop learning Intense but no waste more time that... Read More you need for achieve the knowledgeRead Less",ironhack
268172,"Emmanuel Solano",0,NULL,2020,0,"Junior Front End Developer","Fast paced and immersive course. You eat and breath code.",9/1/2020,2020-09-01,"Web Development Bootcamp",5.0,5.0,5.0,5.0,"Ok, lets start with the *Pros:-The fastest way to really learn the basics for web development.-Very effective way to switch career and land a job as a developer.-You will meet super interesting people.*Cons: -People with really 0 experience could find... Read More this Bootcamp a little challenging. (I highly recommend to previously take some courses in Free Code Camp, Codecademy, Udemy, etc. to really take advantage of the program and teachers)-You have to be commited with the Bootcamp AND NOTHING ELSE MORE for about 2 months.Read Less",ironhack
268130,"Diana Odiaka- Obiagwu",0,NULL,2020,0,"Full Stack Developer",Empowering!,8/31/2020,2020-08-31,"Web Development Bootcamp",5.0,5.0,5.0,5.0,"The most intense 9 weeks of my life that led to me gaining a most valuable skill set, built on a great foundation while being supported by the best team in the world! Ironhack is fast-paced but information rich. I went in thinking i will definitely not... Read More learn anything because it’s so fast paced but 9 weeks down the line, I feel Empowered because I know so much and I know I am equiped to go work anywhere my skills as a fullstack developer is required.Read Less",ironhack
268094,"Filipe Freire",0,NULL,2020,0,"Web Developer","Life Changing! (Lisbon Campus)",8/30/2020,2020-08-30,"Web Development Bootcamp",4.3,4.0,5.0,4.0,"My experience doing the Full Time Web Development bootcamp at Ironhack exceeded my expectations. I was a bit worried because of the COVID-19 situation, all the classes being transferred to remote, but it turned out to be amazingly more productive. It... Read More is very intense and fast paced, so have that in mind if you're looking to apply! Nonetheless, Ironhack's team really makes the whole experience worth it as they support you all the way and do their best to assist you every step of the way. The Syllabus is very complete and reflects a lot what the market is searching for at this time, which makes it easier to look for a job right after the bootcamp. Overall, I have definitely come a long way since I first started and I'd easily recommend Ironhack to other aspiring web developers!Read Less",ironhack
268049,"Joan Concha",0,NULL,2020,0,,"Wonderful experience",8/29/2020,2020-08-29,"Data Analytics Bootcamp",5.0,5.0,5.0,5.0,"At the beginning, I wasn't sure about joining the bootcamp (I even though about quiting after the first week), but it turned out the be one of the best decisions I've ever made. The Curriculum of the Data Analytics course is great and complete, it gives... Read More you more than the basics to follow a Data Science career. The professor and the teacher assistants are great and very helpful, I believe they are the main reason of the success of the D.A. course. I would love to come back as a web development student in the future!!Read Less",ironhack
267977,"Chaba Josa",0,NULL,2020,0,"Junior Software Developer","Best decision I have ever taken",8/28/2020,2020-08-28,"Web Development Bootcamp",4.7,5.0,5.0,4.0,"I got into coding because I thought automating the boring stuff with Python would help my social media manager duties, which it sure did, but this wasn't the only thing that happened while learning the basics of code. I found there was a whole world a... Read More didn't know about, a world where you can build anything with unlimited materials. Right then and there, I knew programming was going to be huge for me, so I started looking for coding schools, and as soon as I found Ironhack it just clicked. In just 9 weeks, I would learn in-demand job skills and have a shot at becoming a software developer? To be honest, at first, it sounded a little too good to be true, but I'm here to tell you it very much is. Ironhack was the one thing that truly helped find my passion for coding through raw knowledge, teamwork, and camaraderie. If I had to do a million times over, I would do it without blinking. Shoutout to the most awesome instructors and TAs in the world: Niko Tzikas, Juan Grajales, and Stefan Culafic (AKA Spuderman).Read Less",ironhack
267864,"Edgar Arturo Mora Zea",0,NULL,2020,0,"React Developer","FullStack Developer",8/25/2020,2020-08-25,"Web Development Part-Time",5.0,5.0,5.0,5.0,"La principal característica a favor es el horario, ya que te permite trabajar y asistir al curso, otra característica es el temario ya que se encuentra actualizado para que al salir te encuentres identificado con el Mercado, por último, los ejercicios... Read More y proyectos están enfocados en aplicar lo aprendido en la clase y a lo largo del móduloRead Less",ironhack
267742,"Dionel Elias Panuncia",0,NULL,2020,0,"Web developer","It was tough it wasn't easy but was it worth it? Absolutely.",8/23/2020,2020-08-23,"Web Development Bootcamp",5.0,5.0,5.0,5.0,"I'm glad with my experience in Ironhack, Starting off as someone that only understood basic html and css to building full scale websites using react js and mongoDB in less then 3 months should already tell you that this institution means business. The... Read More TA's here are truly one of a kind and very devoted to helping you understand what you're doing.Read Less",ironhack
267640,Anonymous,1,NULL,2020,0,"Product Designer","Intensive as promised, supportive teachers and staffs members, good content.",8/20/2020,2020-08-20,,4.3,5.0,5.0,3.0,"This bootcamp makes you confident to jump into the job market as a UX-UI Designer after only 9 weeks of class and a final professional projet! Unfortunately, due to the covid issues, all the content was taught via video conference: it went totally fine... Read More but I personally thought communication was not easy when working collectively or for fun social gathering like friday beers... However, I enjoyed having the choice to study from home/my countryside getaway whenever I wanted to and how caring and dedicated the teachers and staff were. Do not expect to participate to a job dating fair as described in the former program, everything has changed since Covid, and there are adjusting (For our class, the HR will hunt jobs and introduce each of us to 1-2 companies). Just make sure to cover all details before enrolling to avoid disappointment. I was at the Paris Campus in June 2020 and if I could, I'd do it again!Read Less",ironhack
267597,"Laura Kaddour-Assia",0,NULL,2020,0,"UX-UI designer","Overwall really good experience",8/19/2020,2020-08-19,"UX/UI Design Bootcamp",3.7,4.0,4.0,3.0,"I got into the Bootcamp during the Corona Pandemic. They reacted in a really good way and we did our bootcamp remotely. The learning material is good however it looks too much to the lesson during the pre-work. Cool projects. It is really intense but... Read More it's part of the deal. The job support at the end was pretty poor I would say because the person in charge left with a short notice ( I'm pretty sure it was not her fault ) so I couldn't have a lot of talk with her.Read Less",ironhack
267588,"Michael Rehnert",0,NULL,2020,0,"Full Stack Web Developer","Put in the effort, and Ironhack will match you step for step.",8/19/2020,2020-08-19,"Web Development Bootcamp",4.7,5.0,4.0,5.0,"It's not a walk in the park, let me make that clear. If I had to sum it up, and I know it sounds cliche, but you get out of it what you put into it. And I know some of you are like, well I paid the tuition money. No, that's not what I mean. The money... Read More is beside the point. Whether you want to invest that money in yourself or waste it is up to you, and you'll decide that in nine short weeks. To sum it all up, Ironhack is totally worth the money, effort, and stress. If you want a coding bootcamp that will match your best efforts step for step, you can stop searching now-- Ironhack is your golden ticket to the good life. Just don't expect to have your hand held all the way. That's not to say the instructor cadre isn't awesome. They are beyond amazing, and so is the career advisor. But they are there to catch you if you fall - - you have to do the walking. Ask questions, stay hungry, stay motivated, and you'll never regret this decision. Read Less",ironhack
267583,Anonymous,1,NULL,2020,0,,"Just An Honest Review",8/18/2020,2020-08-18,"Web Development Bootcamp",4.0,4.0,4.0,4.0,"Overall, I'm happy about my experience in Ironhack. To preface, I had zero technical background and graduated so if I can do it, you can too! That being said, some things to consider ---1. It is a lot of hard work normally, but especially if you don't... Read More have a strong technical background get ready to put in extra work/time/dedication before and after class and through your weekends. 2. After all that grinding, you are able to produce 3 awesome projects (which you will be very proud of). However, your overall grasp on web development is still pretty shallow so be prepared to continue learning and deepening your knowledge even after graduation. This bootcamp is a great starting point! And lastly, 3. Even though this class is remote and invites students from anywhere, it is still focused towards South Florida particularly during Career Week where they help you search for jobs and prep you for interviews. Although they do teach you how to search for jobs (with this skill it's applicable to wherever you are), but many of their references to jobs, companies, connections, speakers, fast track interviews matchmaking system, etc. are all Florida-based, so people who don't live there may feel excluded. The career department for all USA students is a one man show - Granted he is very knowledgeable and has much wisdom to offer, but I hope Ironhack hires more people to support in this area as the graduates' career needs are surely growing and beyond the limits of just one person.Overall, the experience was good, the instructors were GREAT, I cried, I laughed, I learned a lot, and it's worth the money.Read Less",ironhack
267579,"Andrew H",0,NULL,2020,0,,"Great Learning Experience",8/18/2020,2020-08-18,"Web Development Bootcamp",5.0,5.0,5.0,5.0,"Overall, I'm very happy I decided to join Ironhack. I had been doing "self-education" on and off for a few years prior to joining, and Ironhack really helped to bring everything together for me. Instead of having bits and pieces of unrelated knowledge,... Read More Ironhack helped me to gain a coherent understanding of web development. The instructors were great, and I learned a lot. It's a significant financial investment, but I think it's well worth it. It's an intense curriculum and you have to remain disciplined throughout, but it's definitely do-able.Read Less",ironhack
267563,"Brandon Collada",0,NULL,2020,0,,"Best Experience Ever",8/18/2020,2020-08-18,"UX/UI Design Bootcamp",5.0,5.0,5.0,5.0,"Ironhack was an amazing experience and I am thankful for everyone who helped me on my journey! David is very knowledgable in UX design and he is a genuinely awesome dude. Juan, Niko, and Stefan are also great teachers from what I heard from the web dev... Read More students and they were always fun to work with! Brito is another amazing person in Ironhack who gives you some tough love but it is all with good intentions! Just make sure to stay focused and keep your eye on the prize. The 9 weeks will FLY by.Read Less",ironhack
267560,"Stephen Z",0,NULL,2020,0,,"Best Bootcamp",8/17/2020,2020-08-17,"Web Development Bootcamp",5.0,5.0,5.0,5.0,"First of all, as in middle of the COVID19, it was a lot of uncertainty to apply for a full time school, but the result is worth what you putted in. I was extremely impressed when I came into this program with just very limited knowledge of the program... Read More language. Instructors and TAs were very forth coming in their knowledge and extremely friendly also energetic helpful. Career support was also engaged to help with those who had graduated with their professional knowledge and skills. To be honest, this program definitely exceeded my expectations, I was glad I made this life change decision.Read Less",ironhack
267531,"Daniel Perez",0,NULL,2020,0,,Amazing,8/16/2020,2020-08-16,"Web Development Bootcamp",5.0,5.0,5.0,5.0,"As a current senior student studying computer science at a top university, I can truly say that attending Ironhack was the best decision I made this summer. I have learned way more in 9 weeks than I have learned pursing a four year degree. Yes, I have... Read More learned a lot of new technical skills but the best thing that got from Ironhack is the community of grads, that has no value. During careers week you will learn that sometimes it is not about what you know but about who you know and that is definitely important when job hunting. My experience with Ironhack was great and it has helped me in growing my passion for technology .Read Less",ironhack
267527,Anonymous,1,NULL,2020,0,,"Intense and complete bootcamp",8/16/2020,2020-08-16,"Web Development Bootcamp",5.0,5.0,5.0,5.0,"I took the 10-week Ironhack class this summer and I learned so much in such a short period of time. Individual and group work make you progress quickly as well as feedbacks from the teachers and TA. The rythme is pretty intense (so take it only if you're... Read More prepared to work a lot during 2 months) but the outcome is worth it. Of course you'll need to work on your own afterwards to master the concepts you've learned during the bootcamp but you'll be quite prepared for it :)Read Less",ironhack
267517,"Matthew Manzo",0,NULL,2020,0,,"Most Incredible Experience!",8/15/2020,2020-08-15,"Web Development Bootcamp",5.0,5.0,5.0,5.0,"As someone who didn't previously have a technical background, I wanted to find a school that would not only greatly improve my web development skills, but provide me with a network and framework for career support after the program as well. A few highlights... Read More below - The overall teaching and curriculum is exceptional. The instructors and TA's are amazing at taking foreign concepts and simplifying them and making them MUCH easier to understand. They're so supportive and encouraging every step of the way, and I'm as thankful as can be that they re-ignited my enjoyment and passion towards being a lifelong learner. I learned more in 9 weeks than I could've ever imagined, building awesome projects that may have once seemed impossible to do. The career guidance and support that you receive during and especially AFTER the program is equally impressive and exceptional. The program is so structured and geared towards innovative and unique job hunting methods that most aren't even aware of. Brito (the outcomes manager) is there for you every step of the way and is the most selfless person you'll ever meet, gearing his efforts towards seeing his students - past, present and future - succeed. The educational benefits and career opportunities that are brought by following the guidance of those at Ironhack are invaluable. I wholeheartedly recommend Ironhack and want to extend my sincerest appreciation, gratitude and thank you's to all those associated with the bootcamp.Read Less",ironhack
267514,Anonymous,1,NULL,2020,0,,"It was a good experience",8/15/2020,2020-08-15,"UX/UI Design Bootcamp",4.0,4.0,4.0,NULL,"It was veryyyy intense and sometimes you think maybe it is not a right way of learning something, but no way ....this is intense and you have to adapt yourself with that if you really want to shape your carrier. The teacher was a good person with a good... Read More knowledge in UX but he could be more friendly...I dont know, at least it is my feeling... and the TA was amazing person so helpful with a good knowledge in UI. I recommend this course ;)Read Less",ironhack
